[NodeName : FIX,Database : TK2,File Name : C:\Users\Administrator\Desktop\TK2.csv,Date : 16.02.2023,Time : 18:32:14],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#AI41,DI97,DO2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[BLOCK TYPE,Tag,Next block,Description,Initial scan,Scan time,Smoothing,I/O device,H/W options,I/O address,Signal conditioning,Low EGU limit,High EGU limit,EGU tag,Initial A/M status,Alarm enable,Alarm area(s),LOLO alarm limit,LO alarm limit,HI alarm limit,HIHI alarm limit,ROC alarm limit,Dead band,Alarm priority,Enable output,Security area 1,Security area 2,Security area 3,Alarm area 1,Alarm area 2,Alarm area 3,Alarm area 4,Alarm area 5,Alarm area 6,Alarm area 7,Alarm area 8,Alarm area 9,Alarm area 10,Alarm area 11,Alarm area 12,Alarm area 13,Alarm area 14,Alarm area 15,User field 1,User field 2,ESIG type,ESIG allow cont use,ESIG xmpt alarm ack,ESIG unsigned writes,ESIG cmnt required,PDR update rate,PDR access time,PDR deadband,PDR latch,PDR disable output,PDR array length,Hist tag description,Hist collect,Hist interval,Hist offset,Hist time resolution,Hist compression,Hist deadband,Hist compress type,Hist compress time,Scale enabled,Scale clamping,Scale use EGU,Scale raw low,Scale raw high,Scale low,Scale high,Shelve enable,Shelve policy]
AI,DT10,,Показания датчика температуры ДТ10,ON,1,0,SIM,Float,11,None,0,100,,AUTO,ENABLE,NONE,0,0,65,70,0,5,LOW,YES,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,Sensor,DT,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,DT10,YES,60 000.0,0,Seconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535.0,0,100,DISABLE,
AI,DT11,,Показания датчика температуры ДТ11,ON,1,0,SIM,Float,12,None,0,100,,AUTO,ENABLE,NONE,0,0,65,70,0,5,LOW,YES,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,Sensor,DT,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,DT11,YES,60 000.0,0,Seconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535.0,0,100,DISABLE,
AI,DT12,,Показания датчика температуры ДТ12,ON,1,0,SIM,Float,13,None,0,100,,AUTO,ENABLE,NONE,0,0,65,70,0,5,LOW,YES,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,Sensor,DT,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,DT12,YES,60 000.0,0,Seconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535.0,0,100,DISABLE,
AI,DT13,,Показания датчика температуры ДТ13,ON,1,0,SIM,Float,14,None,0,100,,AUTO,ENABLE,NONE,0,0,65,70,0,5,LOW,YES,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,Sensor,DT,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,DT13,YES,60 000.0,0,Seconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535.0,0,100,DISABLE,
AI,DT14,,Показания датчика температуры ДТ14,ON,1,0,SIM,Float,15,None,0,100,,AUTO,ENABLE,NONE,0,0,65,70,0,5,LOW,YES,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,Sensor,DT,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,DT14,YES,60 000.0,0,Seconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535.0,0,100,DISABLE,
AI,DT15,,Показания датчика температуры ДТ15,ON,1,0,SIM,Float,16,None,0,100,,AUTO,ENABLE,NONE,0,0,65,70,0,5,LOW,YES,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,Sensor,DT,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,DT15,YES,60 000.0,0,Seconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535.0,0,100,DISABLE,
AI,DT16,,Показания датчика температуры ДТ16,ON,1,0,SIM,Float,17,None,0,100,,AUTO,ENABLE,NONE,0,0,65,70,0,5,LOW,YES,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,Sensor,DT,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,DT16,YES,60 000.0,0,Seconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535.0,0,100,DISABLE,
AI,DT17,,Показания датчика температуры ДТ17,ON,1,0,SIM,Float,18,None,0,100,,AUTO,ENABLE,NONE,0,0,65,70,0,5,LOW,YES,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,Sensor,DT,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,DT17,YES,60 000.0,0,Seconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535.0,0,100,DISABLE,
AI,DT18,,Показания датчика температуры ДТ18,ON,1,0,SIM,Float,19,None,0,100,,AUTO,ENABLE,NONE,0,0,25,30,0,5,LOW,YES,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,Sensor,DT,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,DT18,YES,60 000.0,0,Seconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535.0,0,100,DISABLE,
AI,DT19,,Показания датчика температуры ДТ19,ON,1,0,SIM,Float,20,None,0,100,,AUTO,ENABLE,NONE,0,0,65,70,0,5,LOW,YES,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,Sensor,DT,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,DT19,YES,60 000.0,0,Seconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535.0,0,100,DISABLE,
AI,DT20,,Показания датчика температуры ДТ20,ON,1,0,SIM,Float,21,None,0,100,,AUTO,ENABLE,NONE,0,0,65,70,0,5,LOW,YES,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,Sensor,DT,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,DT20,YES,60 000.0,0,Seconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535.0,0,100,DISABLE,
AI,DT21,,Показания датчика температуры ДТ21,ON,1,0,SIM,Float,22,None,0,100,,AUTO,ENABLE,NONE,0,0,65,70,0,5,LOW,YES,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,Sensor,DT,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,DT21,YES,60 000.0,0,Seconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535.0,0,100,DISABLE,
AI,DT22,,Показания датчика температуры ДТ22,ON,1,0,SIM,Float,23,None,0,100,,AUTO,ENABLE,NONE,0,0,65,70,0,5,LOW,YES,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,Sensor,DT,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,DT22,YES,60 000.0,0,Seconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535.0,0,100,DISABLE,
AI,DT23,,Показания датчика температуры ДТ23,ON,1,0,SIM,Float,24,None,0,100,,AUTO,ENABLE,NONE,0,0,65,70,0,5,LOW,YES,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,Sensor,DT,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,DT23,YES,60 000.0,0,Seconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535.0,0,100,DISABLE,
AI,DT24,,Показания датчика температуры ДТ24,ON,1,0,SIM,Float,25,None,0,100,,AUTO,ENABLE,NONE,0,0,65,70,0,5,LOW,YES,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,Sensor,DT,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,DT24,YES,60 000.0,0,Seconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535.0,0,100,DISABLE,
AI,RegadaAI,,Текущее положение клапана Regada 4-20мА,ON,1,0,SIM,Float,26,None,0,24,,AUTO,ENABLE,NONE,4,0,0,20,0,1,LOW,YES,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,Valve,Regada,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,RegadaAI,NO,30 000.0,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535,0,24,DISABLE,
AI,DD1,,Показания датчика давления ДД1,ON,1,0,SIM,Float,27,None,0,600,,AUTO,ENABLE,NONE,0,50,290,300,0,5,LOW,YES,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,Sensor,DD,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,DD1,YES,1 000.0,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535,0,100,DISABLE,
AI,DD2,,Показания датчика давления ДД2,ON,1,0,SIM,Float,28,None,0,10,,AUTO,ENABLE,NONE,0,1,4,5,0,0.5,LOW,YES,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,Sensor,DD,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,DD2,YES,1 000.0,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535,0,10,DISABLE,
AI,DD3,,Показания датчика давления ДД3,ON,1,0,SIM,Float,29,None,0,300,,AUTO,ENABLE,NONE,1,5,50,300,0,5,LOW,YES,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,Sensor,DD,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,DD3,YES,1 000.0,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535,0,600,DISABLE,
AI,DD4,,Показания датчика давления ДД4,ON,1,0,SIM,Float,30,None,0,100,,AUTO,ENABLE,NONE,0,0,100,100,0,5,LOW,YES,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,Sensor,DD,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,DD4,YES,1 000.0,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535,0,100,DISABLE,
AI,SU,,Показания сигнализатора уровня СУ,ON,1,0,SIM,Float,31,None,0,100,,AUTO,ENABLE,NONE,0,0,100,100,0,5,LOW,YES,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,Sensor,LevelSensor,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,SU,YES,30 000.0,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535,0,100,DISABLE,
AI,I_PTE,,Показания тока индикации (мост с термопарой) ПИД регулятора 4-20мА,ON,1,0,SIM,Float,32,None,0,100,,AUTO,ENABLE,NONE,0,0,100,100,0,5,LOW,YES,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,Sensor,PID,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,I_PTE,YES,5 000.0,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535,0,100,DISABLE,
AI,RegadaAQ,,Уставка требуемой позиции клапана Regada 4-20мА,ON,1,0,SIM,Float,33,None,0,24,,AUTO,ENABLE,NONE,4,0,0,20,0,5,LOW,YES,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,Valve,,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,RegadaAQ,YES,5 000.0,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535,0,24,DISABLE,
AI,PAC_TICS_COUNTER,,пила от PLC,ON,1,0,SIM,SInt,34,None,0,32 767,,AUTO,DISABLE,NONE,0,0,32 767,32 767,0,5,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,Sensor,PLC,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,PAC_TICS_COUNTER,YES,5 000.0,0,Milliseconds,ENABLE,0,Percentage,10,NO,NO,YES,0,65 535,0,32 767,DISABLE,
AI,PID_TEMP,,actual temeprature in chamber,ON,1,0,SIM,Float,35,None,0,1 600.0,,AUTO,ENABLE,NONE,0,0,1 200.0,1 200.0,0,5,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,Sensor,PID,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,PID_TEMP,YES,5 000.0,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535.0,0,1 200.0,DISABLE,
AI,RHM_1,,Cooling water consumption,ON,1,0,SIM,Float,36,None,0,100,,AUTO,DISABLE,NONE,0,50,58,60,0,5,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,Sensor,RHM,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,RHM_1,YES,5 000.0,0,Milliseconds,ENABLE,0,Percentage,10,NO,NO,YES,0,65 535,0,100,DISABLE,
AI,TRZ,,Natural gas consumption,ON,1,0,SIM,Float,37,None,0,100,,AUTO,DISABLE,NONE,3,5,35,40,0,5,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,Sensor,RHM,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,RHM_2,YES,5 000.0,0,Milliseconds,ENABLE,0,Percentage,10,NO,NO,YES,0,65 535,0,100,DISABLE,
AI,ECS_WC_flowrate_IN,,water flowrate at GF-2 furnace inlet,ON,1,0,SIM,Float,38,None,0,100,,AUTO,DISABLE,NONE,0,50,58,60,0,5,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,ECS,water cooling,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,ECS_WC_flowrate_IN,YES,5 000.0,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535.0,0,100,DISABLE,
AI,ECS_WC_temperature_IN,,water temperature at GF-2 furnace reaction chamber inlet,ON,1,0,SIM,Float,39,None,0,200,,AUTO,ENABLE,NONE,0,0,25,30,0,1,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,ECS,water cooling,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,ECS_WC_temperature_IN,YES,60 000.0,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535.0,0,100,DISABLE,
AI,ECS_WC_temperature_OUT,,water temperature at GF-2 furnace reaction chamber outlet,ON,1,0,SIM,Float,40,None,0,100,,AUTO,ENABLE,NONE,0,0,25,30,0,1,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,ECS,water cooling,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,ECS_WC_temperature_OUT,YES,60 000.0,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535.0,0,100,DISABLE,
AI,ECS_WC_flowrate_OUT,,water flowrate at GF-2 furnace reaction chamber outlet,ON,1,0,SIM,Float,41,None,0,100,,AUTO,DISABLE,NONE,0,50,58,60,0,5,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,ECS,water cooling,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,ECS_WC_flowrate_OUT,YES,5 000.0,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535.0,0,100,DISABLE,
AI,ECS_GS_flowrate,,natural gas flowrate at GF-2 furnace reaction chamber inlet,ON,1,0,SIM,Float,42,None,0,100,,AUTO,DISABLE,NONE,3,5,35,40,0,5,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,ECS,Gas system,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,ECS_GS_flowrate,YES,5 000.0,0,Milliseconds,ENABLE,0,Percentage,10,NO,NO,YES,0,65 535,0,100,DISABLE,
AI,ECS_GS_pressure_in,,natural gas pressure at GF-2 furnace reaction chamber inlet,ON,1,0,SIM,Float,43,None,0,100,,AUTO,ENABLE,NONE,0,0,100,100,0,5,LOW,YES,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,ECS,Gas system,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,ECS_GS_pressure_in,YES,1 000.0,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535,0,100,DISABLE,
AI,ECS_GS_temperature_in,,natural gas temperature at GF-2 furnace reaction chamber inlet.,ON,1,0,SIM,Float,44,None,0,100,,AUTO,ENABLE,NONE,0,0,25,30,0,5,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,ECS,Gas system,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,ECS_GS_temperature_in,YES,60 000.0,0,Seconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535.0,0,100,DISABLE,
AI,ECS_NS_flowrate,,nitrogen flowrate at GF-2 furnace reaction chamber inlet,ON,1,0,SIM,Float,45,None,0,100,,AUTO,DISABLE,NONE,3,5,35,40,0,5,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,ECS,Nitrogen system,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,ECS_NS_flowrate,YES,1 000.0,0,Milliseconds,ENABLE,0,Percentage,10,NO,NO,YES,0,65 535,0,100,DISABLE,
AI,ECS_NS_pressure_in,,Vacuum pressure at GF-2 furnace reaction chamber inlet,ON,1,0,SIM,Float,46,None,0,100,,AUTO,ENABLE,NONE,0,0,100,100,0,5,LOW,YES,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,ECS,Nitrogen system,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,ECS_NS_pressure_in,YES,1 000.0,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535,0,100,DISABLE,
AI,ECS_VENT_CONSUMPTION,,ventilation system CONSUMPTION,ON,1,0,SIM,Float,47,None,0,1 200.0,,AUTO,ENABLE,NONE,0,0,1 200.0,1 200.0,0,5,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,ECS,ventilation system,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,ECS_VENT_CONSUMPTION,YES,5 000.0,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535.0,0,1 200.0,DISABLE,
AI,ECS_PS_given_voltage_cotrol_signal,,Indication of inlet of 4-20 мА   ,ON,1,0,SIM,Float,48,None,0,40,,AUTO,ENABLE,NONE,4,0,0,20,0,5,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,ECS,power source,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,ECS_PS_given_voltage_cotrol_signal,YES,1 000.0,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535.0,0,40,DISABLE,
AI,ECS_PS_given_voltage,,given voltage from CC,ON,1,0,SIM,Float,49,None,0,40,,AUTO,ENABLE,NONE,0,0,0,0,5,5,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,ECS,power source,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,ECS_PS_given_voltage,YES,1 000.0,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535.0,0,40,DISABLE,
AI,ECS_PS_fact_current,,Indication of current strength supplied to GF-2 furnace reaction chamber current leads,ON,1,0,SIM,Float,50,None,0,60000,,AUTO,ENABLE,NONE,0,0,0,0,0,5,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,ECS,power source,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,ECS_PS_fact_current,YES,1 000.0,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535.0,0,60000,DISABLE,
AI,ECS_PS_VOLTAGE,,Indication of voltage supplied to GF-2 furnace reaction chamber current leads,ON,1,0,SIM,Float,51,None,0,220,,AUTO,ENABLE,NONE,0,0,0,0,0,5,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,ECS,power source,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,ECS_PS_VOLTAGE,YES,1 000.0,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535.0,0,220,DISABLE,
AI,ECS_VS_flowrate,,vacuum system CONSUMPTION,ON,1,0,SIM,Float,52,None,0,100,,AUTO,ENABLE,NONE,5,0,0,40,0,0.5,LOW,YES,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,ECS,vacuum system,NONE,YES,NO,REJECT,NO,1 000,300 000,0,NO,NO,0,ECS_VS_flowrate ,YES,1 000.0,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65 535,0,100,DISABLE,
